Recommendations
a-hijacking
pacific-rim
man-of-steel
europa-report
grown-ups-2
the-croods
white-house-down
cockneys-vs-zombies
the-english-teacher
from-up-on-poppy-hill
wish-you-were-here
love-is-all-you-need
now-you-see-me
in-the-fog
world-war-z
the-east
scenic-route
disconnect
the-bling-ring
unfinished-song
vhs2
bless-me-ultima
stories-we-tell
the-reluctant-fundamentalist
amour
kon-tiki
the-great-gatsby
epic-2013
the-hangover-part-iii
what-maisie-knew
emperor
black-rock
the-sapphires
paradise-love
the-place-beyond-the-pines
the-big-wedding
assault-on-wall-street
olympus-has-fallen
the-purge
to-the-wonder
56-up
the-gatekeepers
the-call
42
no
spring-breakers
the-brass-teapot
trance
quartet
hansel-and-gretel-witch-hunters
the-last-exorcism-part-ii
jack-reacher
side-effects-2013
one-day-on-earth
gangster-squad
the-impossible
django-unchained
the-baytown-outlaws
any-day-now
cloud-atlas
a-haunted-house
a-royal-affair
the-comedy
silver-linings-playbook
les-miserables
lincoln
parental-guidance
the-master
anna-karenina
this-is-40
holy-motors
the-twilight-saga-breaking-dawn---part-2
flight
celeste-and-jesse-forever
argo
for-a-good-time-call
red-dawn
end-of-watch
looper
hotel-transylvania
seven-psychopaths
savages
paranorman
brave
lawless
men-in-black-iii
your-sisters-sister
arthur-christmas
safety-not-guaranteed
the-expendables-2
chico-rita
the-best-exotic-marigold-hotel
the-avengers-2012
what-to-expect-when-youre-expecting
the-cabin-in-the-woods
the-amazing-spider-man
bernie
the-hunger-games
a-separation
the-artist
once-upon-a-time-in-anatolia
margaret
the-turin-horse
jeff-who-lives-at-home
21-jump-street
the-dictator
the-three-stooges
american-reunion
michael-2012
chronicle-2012
the-grey
clash-of-the-titans-2
joyful-noise
the-woman-in-black
project-x
extremely-loud-and-incredibly-close
the-descendants
tinker-tailor-soldier-spy
the-adventures-of-tintin
carnage-2011
we-bought-a-zoo
the-muppets
war-horse
shame
mission-impossible---ghost-protocol
the-iron-lady
hugo
j-edgar
the-girl-with-the-dragon-tattoo-2011
like-crazy
young-adult
martha-marcy-may-marlene
the-ides-of-march
the-guard
jack-and-jill
puss-in-boots
moneyball
midnight-in-paris
senna
margin-call
warrior
kung-fu-panda-2
the-debt
final-destination-5
cowboys-aliens
maos-last-dancer
fright-night
the-green-hornet
the-hangover-part-ii
genius-within-the-inner-life-of-glenn-gould
127-hours
jackass-3-d
the-switch
blue-valentine
the-next-three-days
waiting-for-superman
life-as-we-know-it
tangled
unstoppable
the-concert
restrepo
machete
inception
the-social-network
piranha-3-d
meet-the-parents
valhalla-rising
im-still-here
the-town
eat-pray-love
toy-story-3
how-to-train-your-dragon
the-girl-who-played-with-fire
despicable-me
city-island
winters-bone
the-other-guys
resident-evil-afterlife
brooklyns-finest
hot-tub-time-machine
the-girl-with-the-dragon-tattoo
the-white-ribbon
shutter-island
a-single-man
date-night
greenberg
the-messenger
from-paris-with-love
daybreakers
fantastic-mr-fox
an-education
sherlock-holmes
the-stoning-of-soraya-m
precious-based-on-the-novel-push-by-sapphire
invictus
up-in-the-air
ninja-assassin
a-serious-man
the-house-of-the-devil
the-princess-and-the-frog
big-fan
alice-in-wonderland
the-book-of-eli
the-blind-side
zombieland
cloudy-with-a-chance-of-meatballs
the-hurt-locker
this-is-it
up
the-ugly-truth
moon
observe-and-report
the-class
crank-high-voltage
revolutionary-road
the-curious-case-of-benjamin-button
defiance
jcvd
wendy-and-lucy
transformers-revenge-of-the-fallen
taken
frozen-river
quarantine
changeling
role-models
drag-me-to-hell
synecdoche-new-york
body-of-lies
australia
man-on-wire
the-dark-knight
milk
horton-hears-a-who!
appaloosa
milarepa
kung-fu-panda
sukiyaki-western-django
religulous
let-the-right-one-in
rachel-getting-married
wall-e
the-love-guru
the-bands-visit
hellboy-ii-the-golden-army
nims-island
in-bruges
persepolis
the-air-i-breathe
burn-after-reading
the-savages
juno
im-not-there
the-mist
lars-and-the-real-girl
the-orphanage
sweeney-todd-the-demon-barber-of-fleet-street
there-will-be-blood
enchanted
the-king-of-kong-a-fistful-of-quarters
eagle-vs-shark
sunshine
the-bourne-ultimatum
deep-water
the-simpsons-movie
gone-baby-gone
ratatouille
atonement
meet-the-robinsons
hairspray
grindhouse
shrek-the-third
eastern-promises
away-from-her
blades-of-glory
live-free-or-die-hard
the-host
transformers
once
we-are-marshall
hot-fuzz
the-lives-of-others
shooter
disturbia
harry-potter-and-the-order-of-the-phoenix
apocalypto
letters-from-iwo-jima
the-good-german
28-weeks-later
big
the-queen
parenthood
300
pans-labyrinth
the-secret-life-of-words
the-painted-veil
bridge-to-terabithia
rocky-balboa
casino-royale
little-children
blood-diamond
the-prestige
crazy
flushed-away
the-cave-of-the-yellow-dog
the-departed
the-fountain
dreamgirls
the-descent
factotum
half-nelson
barnyard
marie-antoinette
scoop
feast
the-devil-wears-prada
click
talladega-nights-the-ballad-of-ricky-bobby
the-spirit-of-the-beehive
over-the-hedge
goal!-the-dream-begins
akeelah-and-the-bee
dead-mans-shoes
united-93
the-fast-and-the-furious-tokyo-drift
lucky-number-slevin
thank-you-for-smoking
the-libertine
babel
transamerica
kiss-kiss-bang-bang
deep-blue
hostel
capote
underworld-evolution
brokeback-mountain
stay
just-friends
harry-potter-and-the-goblet-of-fire
howls-moving-castle
superman-returns
werckmeister-harmonies
the-new-world
wallace-gromit-the-curse-of-the-were-rabbit
corpse-bride
wedding-crashers
jarhead
elizabethtown
flightplan
murderball
madagascar
the-polar-express
bollywoodhollywood
cinderella-man
grizzly-man
the-exorcism-of-emily-rose
march-of-the-penguins
house-of-wax
mysterious-skin
batman-begins
the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe
star-wars-episode-iii---revenge-of-the-sith
ben-hur-1959
masculine-feminine-re-release
fever-pitch
the-island
kingdom-of-heaven
batman-forever
toy-story
the-hitchhikers-guide-to-the-galaxy
nobody-knows
oldboy
war-of-the-worlds
sin-city
sahara
the-deer-hunter
the-thin-blue-line
ice-princess
downfall
doom
million-dollar-baby
constantine
overnight
the-40-year-old-virgin
serenity
the-jacket
the-machinist
the-aviator
the-godfather-part-ii
s21-the-khmer-rouge-death-machine
hoop-dreams
team-america-world-police
in-good-company
national-treasure
pocahontas
red-eye
the-celebration
charlie-and-the-chocolate-factory
the-life-aquatic-with-steve-zissou
house-of-flying-daggers
primer
lemony-snickets-a-series-of-unfortunate-events
life-is-sweet
apollo-13
sideways
the-phantom-of-the-opera
bridget-jones-the-edge-of-reason
finding-neverland
800-bullets
the-incredibles
night-of-the-living-dead
hoosiers
broken-flowers
walk-the-line
hotel-rwanda
the-spongebob-squarepants-movie
junebug
saw
the-notebook
raging-bull
october-sky
friday-night-lights
the-village
secrets-lies
ray
the-wings-of-the-dove
anchorman-the-legend-of-ron-burgundy
scent-of-a-woman
troy
the-constant-gardener
collateral
the-bourne-supremacy
maria-full-of-grace
infernal-affairs
elf
harry-potter-and-the-prisoner-of-azkaban
i-robot
shaun-of-the-dead
the-terminal
short-cuts
dodgeball-a-true-underdog-story
hero
pride-prejudice
dawn-of-the-dead
philadelphia
mulan
born-on-the-fourth-of-july
ed-wood
memoirs-of-a-geisha
king-kong
shrek-2
before-sunset
the-manchurian-candidate
the-squid-and-the-whale
little-manhattan
spider-man-2
to-be-and-to-have
star-wars-episode-vi---return-of-the-jedi
star-wars-episode-v---the-empire-strikes-back
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb
super-size-me
star-wars-episode-iv---a-new-hope
get-rich-or-die-tryin
napoleon-dynamite
mean-girls
after-hours
the-passion-of-the-christ
videodrome
suspicion
the-punisher
dawn-of-the-dead-1979
dogville
the-devils-advocate
crimson-tide
baadasssss!
hellboy
resident-evil
kill-bill-vol-2
my-voyage-to-italy
cold-mountain
match-point
eternal-sunshine-of-the-spotless-mind
bad-santa
50-first-dates
teachers-pet
the-station-agent
touching-the-void
city-of-god
monster
mystic-river
the-lord-of-the-rings-the-return-of-the-king
secret-window
a-history-of-violence
the-son
the-butterfly-effect
scary-movie-3
independence-day
peter-pan
3-women
big-fish
the-triplets-of-belleville
the-last-samurai
girl-with-a-pearl-earring
love-actually
house-of-sand-and-fog
master-and-commander-the-far-side-of-the-world
elephant
miracle
shattered-glass
dirty-pretty-things
cheaper-by-the-dozen
the-rundown
schindlers-list
running-scared
somethings-gotta-give
21-grams
kill-bill-vol-1
the-worlds-fastest-indian
the-school-of-rock
matchstick-men
dummy
in-this-world
spy-kids-3-d-game-over
american-splendor
capturing-the-friedmans
once-upon-a-time-in-mexico
thirteen
open-range
freddy-vs-jason
v-for-vendetta
body-heat
seabiscuit
freaky-friday
bad-boys-ii
the-great-gatsby-1974
monster-house
underworld
lost-in-translation
once-upon-a-time-in-the-west
pirates-of-the-caribbean-the-curse-of-the-black-pearl
naked-lunch
terminator-3-rise-of-the-machines
hulk
inside-man
finding-nemo
merry-christmas
cars
hidden
mrs-doubtfire
indiana-jones-and-the-temple-of-doom
raiders-of-the-lost-ark
little-man
gattaca
cronos
a-christmas-story
28-days-later
holes
mission-impossible-iii
the-matrix-reloaded
he-got-game
psycho
identity
wag-the-dog
twelve-monkeys
the-da-vinci-code
the-lion-king
you-me-and-dupree
jumanji
the-lord-of-the-rings-the-two-towers
desperado
bowling-for-columbine
the-lizzie-mcguire-movie
halloween-1978
spider
the-quiet-american
chicago
piglets-big-movie
halloween-h20-20-years-later
solaris
gangs-of-new-york
little-miss-sunshine
the-illusionist
the-hours
crank
heaven
old-school
a-bugs-life
about-schmidt
miami-vice
terminator-2-judgment-day
idiocracy
the-pianist
liar-liar
equilibrium
25th-hour
the-hunt-for-red-october
catch-me-if-you-can
adaptation
bloody-sunday
punch-drunk-love
this-film-is-not-yet-rated
treasure-planet
cube
ran
secretary
the-wild-thornberrys-movie
red-dragon
far-from-heaven
the-prince-of-egypt
jackass-the-movie
femme-fatale
8-mile
spirited-away
harry-potter-and-the-chamber-of-secrets
who-framed-roger-rabbit
army-of-darkness
baseketball
three-colors-blue
the-ring
road-to-perdition
one-hour-photo
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan
stranger-than-fiction
the-holiday
igby-goes-down
atanarjuat-the-fast-runner
my-big-fat-greek-wedding
flags-of-our-fathers
the-bourne-identity
24-hour-party-people
free-willy
about-a-boy
time-out
charlottes-web
children-of-men
lady-in-the-water
pirates-of-the-caribbean-dead-mans-chest
pretty-woman
the-good-girl
signs
back-to-the-future
xxx
back-to-the-future-part-ii
minority-report
the-pursuit-of-happyness
volver
austin-powers-in-goldmember
roman-holiday
the-thirteenth-floor
glengarry-glen-ross
happy-feet
ice-age
lilo-stitch
army-of-shadows
antz
notes-on-a-scandal
the-piano-teacher
the-santa-clause
the-big-lebowski
the-last-king-of-scotland
zodiac
goldeneye
spider-man
beau-travail
the-wind-that-shakes-the-barley
et-the-extra-terrestrial
beauty-and-the-beast-1991
honey-i-shrunk-the-kids
saturday-night-fever
the-lookout
insomnia
trading-places
monsoon-wedding
frailty
monsters-inc
one-flew-over-the-cuckoos-nest
knocked-up
panic-room
the-count-of-monte-cristo
star-wars-episode-ii---attack-of-the-clones
310-to-yuma
the-rookie
close-encounters-of-the-third-kind
jackie-brown
surfs-up
black-book
scream-2
escaflowne-the-movie
the-lord-of-the-rings-the-fellowship-of-the-ring
reign-over-me
this-is-england
impostor
amelie
storytelling
shallow-hal
speed
the-devils-backbone
the-royal-tenenbaums
jimmy-neutron-boy-genius
a-beautiful-mind
i-am-sam
1408
true-crime
a-walk-to-remember
gosford-park
black-hawk-down
audition
chungking-express
harry-potter-and-the-sorcerers-stone
a-time-to-kill
from-hell
men-in-black
oceans-eleven
the-others
ali
waking-life
the-deep-end
moolaade
fatal-attraction
speed-racer
superbad
iron-monkey
mulholland-dr
before-the-devil-knows-youre-dead
i-am-legend
chinatown
george-washington
training-day
say-anything
elizabeth-the-golden-age
the-evil-dead-1983
mars-attacks!
in-the-mood-for-love
blade
resident-evil-extinction
beverly-hills-cop
twin-peaks-fire-walk-with-me
existenz
harlem-nights
quiz-show
zoolander
the-abyss
groundhog-day
the-assassination-of-jesse-james-by-the-coward-robert-ford
rat-race
ghost-world
sexy-beast
american-pie-2
lost-highway
mash
faceoff
artificial-intelligence-ai
the-servant
the-fast-and-the-furious
the-princess-diaries
jeepers-creepers
following
jurassic-park
rush-hour-2
made
how-the-grinch-stole-christmas
apocalypse-now
30-days-of-night
moulin-rouge!
reservoir-dogs
the-age-of-innocence
hannah-and-her-sisters
the-remains-of-the-day
the-boondock-saints
legally-blonde
freddy-got-fingered
on-the-waterfront
shrek
run-lola-run
the-godfather-part-iii
bridget-joness-diary
dumb-and-dumber
american-gangster
rocco-and-his-brothers
halloween-4-the-return-of-michael-myers
amores-perros
the-darjeeling-limited
blow
blood-simple
before-sunrise
michael-clayton
spy-kids
cape-fear
no-country-for-old-men
the-godfather
total-recall
the-fisher-king
a-clockwork-orange
kramer-vs-kramer
memento
office-space
the-doors
the-goonies
the-mexican
die-hard-with-a-vengeance
pirates-of-the-caribbean-at-worlds-end
snatch
forrest-gump
dead-man
southland-tales
lethal-weapon-4
cast-away
the-shining
the-fugitive
before-night-falls
unbreakable
tootsie
crouching-tiger-hidden-dragon
traffic
o-brother-where-art-thou
into-the-wild
requiem-for-a-dream
pay-it-forward
the-house-of-mirth
the-professional
cookies-fortune
the-emperors-new-groove
that-thing-you-do!
state-and-main
rush-hour
yi-yi
lock-stock-and-two-smoking-barrels
postcards-from-the-edge
superman
bound
you-can-count-on-me
love-story
ghost
waynes-world
pi
children-of-the-corn
space-cowboys
terms-of-endearment
sabrina
lost-in-america
rugrats-in-paris-the-movie---rugrats-ii
remember-the-titans
reversal-of-fortune
almost-famous
big-daddy
grace-is-gone
toy-story-2
charlie-wilsons-war
the-rock
superman-ii
theres-something-about-mary
in-the-line-of-fire
dinosaur
manhunter
national-treasure-book-of-secrets
thelma-louise
the-piano
me-myself-irene
tropic-thunder
when-harry-met-sally
predator
an-officer-and-a-gentleman
scary-movie
the-conversation
chicken-run
superhero-movie
gladiator
donnie-brasco
frequency
nightwatch
fantasia-2000
princess-mononoke
american-beauty
the-patriot
jaws
prince-of-darkness
x-men
pitch-black
taxi-to-the-dark-side
the-lost-world-jurassic-park
forgetting-sarah-marshall
american-psycho
east-is-east
the-visitor
this-is-spinal-tap
stand-by-me
a-summers-tale
the-fly
fargo
the-cider-house-rules
repo-man
braveheart
edward-scissorhands
ghost-dog-the-way-of-the-samurai
the-naked-gun-from-the-files-of-police-squad!
the-dead-zone
high-fidelity
the-crying-game
the-incredible-hulk
magnolia
zombie-strippers!
the-mummy
the-hurricane
deuce-bigalow-male-gigolo
the-talented-mr-ripley
bicentennial-man
topsy-turvy
the-green-mile
fight-club
the-blair-witch-project
galaxy-quest
4-months-3-weeks-and-2-days
being-john-malkovich
the-straight-story
butch-cassidy-and-the-sundance-kid
sleepy-hollow
the-last-temptation-of-christ
dead-again
man-on-the-moon
tarzan
blue-velvet
clue
the-insider
stuart-little
showgirls
poltergeist-1982
the-sixth-sense
il-postino-the-postman
eyes-wide-shut
manhattan
malcolm-x
stir-of-echoes
bowfinger
cinema-paradiso
the-ninth-gate
hancock
the-princess-bride
midnight-cowboy
fast-times-at-ridgemont-high
lone-star
the-shawshank-redemption
senseless
dead-man-walking
the-usual-suspects
rain-man
the-mosquito-coast
a-river-runs-through-it
the-iron-giant
beavis-and-butt-head-do-america
the-outsiders
american-pie
eagle-eye
ferris-buellers-day-off
saving-private-ryan
stop-making-sense
election-1999
falling-down
broadcast-news
robocop
life-of-brian
iron-man
cloverfield
life-is-beautiful
wanted
the-thin-red-line
the-matrix
welcome-to-the-dollhouse
monty-python-and-the-holy-grail
heat
titanic
analyze-this
shakespeare-in-love
rushmore
mighty-aphrodite
the-adventures-of-baron-munchausen
true-lies
ghostbusters
elizabeth
bonnie-and-clyde
brazil
badlands
the-last-days-of-disco
full-metal-jacket
heathers
american-history-x
home-alone
a-fish-called-wanda
sense-and-sensibility
anastasia
clerks
austin-powers-the-spy-who-shagged-me
crumb
bulworth
snake-eyes
die-hard-2
the-parent-trap
pleasantville
south-park-bigger-longer-uncut
star-trek-vi-the-undiscovered-country
the-last-emperor
out-of-sight
armageddon
babe
good-will-hunting
the-graduate
dolores-claiborne
the-american-president
bottle-rocket
48-hrs
dances-with-wolves
billy-madison
primal-fear
fear-and-loathing-in-las-vegas
crash
mission-impossible
dead-poets-society
carrie-1976
dead-ringers
peggy-sue-got-married
rumble-fish
one-false-move
the-texas-chain-saw-massacre
evil-dead-ii
sex-lies-and-videotape
the-truman-show
2001-a-space-odyssey
uncle-buck
dazed-and-confused
thief
in-the-name-of-the-father
the-silence-of-the-lambs
swingers
boyz-n-the-hood
pulp-fiction
tremors
cabaret
the-sweet-hereafter
starship-troopers
as-good-as-it-gets
pineapple-express
mad-max
field-of-dreams
scarface
sophies-choice
big-night
the-manchurian-candidate-1962
they-live
la-confidential
trainspotting
boogie-nights
do-the-right-thing
wild-reeds
the-lost-boys
backdraft
scream
happy-gilmore
leaving-las-vegas
casino
sling-blade
anaconda
amadeus
demolition-man
a-few-good-men
vicky-cristina-barcelona
dracula
grumpy-old-men
lethal-weapon-2
shine
stargate
the-player
austin-powers-international-man-of-mystery
the-birdcage
jerry-maguire
unforgiven
the-mask
twister
the-color-purple
goodfellas
jfk
the-bridges-of-madison-county
get-shorty
batman
blade-runner
lethal-weapon
die-hard
true-romance
the-terminator
a-little-princess
the-umbrellas-of-cherbourg
ace-ventura-pet-detective
zack-and-miri-make-a-porno
sex-drive
madagascar-escape-2-africa
dear-zachary-a-letter-to-a-son-about-his-father
bolt
slumdog-millionaire
deep-sea
splinter
quantum-of-solace
knowing
doubt
gran-torino
watchmen
bedtime-stories
the-reader
frostnixon
coraline
sin-nombre
the-girlfriend-experience
state-of-play
paul-blart-mall-cop
my-sisters-keeper
gomorrah
public-enemies
inglourious-basterds
taking-woodstock
the-cove
star-trek
500-days-of-summer
angels-demons
district-9
bronson
the-damned-united
black-dynamite
the-hangover
law-abiding-citizen
bruno
the-informant!
ponyo
paranormal-activity
the-collector
the-young-victoria
summer-hours
the-lovely-bones
crazy-heart
the-girl-on-the-train
3-idiots
avatar
the-road
its-complicated
terminator-salvation
the-last-station
the-secret-in-their-eyes
where-the-wild-things-are
nine
the-kids-are-all-right
scott-pilgrim-vs-the-world
green-zone
charlie-st-cloud
wall-street-money-never-sleeps
legend-of-the-guardians-the-owls-of-gahoole
harry-potter-and-the-half-blood-prince
robin-hood
easy-a
takers
animal-kingdom
iron-man-2
enter-the-void
monsters
buried
the-a-team
red
due-date
get-low
made-in-dagenham
i-love-you-phillip-morris
black-swan
never-let-me-go
the-kings-speech
let-me-in
little-fockers
somewhere
source-code
the-company-men
the-diving-bell-and-the-butterfly
rango
unknown-2011
the-adjustment-bureau
scream-4
tron-legacy
fast-five
bridesmaids
harry-potter-and-the-deathly-hallows-part-i
thor
beginners
tucker-dale-vs-evil
our-idiot-brother
friends-with-benefits
the-help
another-earth
5050
drive
the-big-year
real-steel
take-shelter
weekend
in-time
my-week-with-marilyn
melancholia
tower-heist
we-were-here
red-tails
we-need-to-talk-about-kevin
tomboy
new-years-eve
thin-ice
sucker-punch
13-assassins
in-darkness
act-of-valor
good-deeds
this-means-war
people-like-us
monsieur-lazhar
headhunters-2012
friends-with-kids
john-carter
transformers-dark-of-the-moon
the-invisible-war
the-dark-knight-rises
magic-mike
take-this-waltz
beasts-of-the-southern-wild
battleship
seeking-a-friend-for-the-end-of-the-world
moonrise-kingdom
dark-shadows
ted
ice-age-continental-drift
liberal-arts
the-bourne-legacy
diary-of-a-wimpy-kid-dog-days
pitch-perfect
prometheus
compliance
frankenweenie
arbitrage
premium-rush
killer-joe
dredd
the-intouchables
searching-for-sugar-man
total-recall-2012
the-kid-with-a-bike
robot-and-frank
the-imposter
the-perks-of-being-a-wallflower
this-is-not-a-film
